Place_id,Title,Category,Distance,Rating,Closed,Timing,Price
TB-1097,Kabab Magic,Food,12,2,Nil,9:30–17:1055,1549
TB-1098,Nammura Donne Biriyani,Food,27,2,Nil,9:30–17:1056,1223
TB-1099,Burger King,Food,7,1,Nil,9:30–17:1057,1682
TB-1100,Dadi's Dum Biryani,Food,18,5,Nil,9:30–17:1058,1181
TB-1101,,Food,9,5,Nil,9:30–17:1059,1038
TB-1102, 'RATED\n  Tasteless!\n\nHad been here the other day to have our dinner. We taught to directly start with the main course so we ordered Dadi?s Special Chicken Biryani. They served us with the biryani in less time. When the waiter got the biryani at the first sight it just looked like ghee rice. It was so colourless. The biryani was bland. Only the chicken chunk had a bit of masala,Food,20,1,Nil,9:30–17:1060,1185
TB-1103,Krishna Kuteera South,Food,10,2,Nil,9:30–17:1061,1211
TB-1104,Alankrutha,Food,5,4,Nil,9:30–17:1062,1602
TB-1105,Paradise,Food,12,3,Nil,9:30–17:1063,1745
TB-1106,,Food,21,3,Nil,9:30–17:1064,629
TB-1107," """"RATED\n  So I have had chicken here before. Had no idea about the vegetarian food. We ordered veg biryani for two and the quantity was so much 4 of us ate all of it. Heart warming lovely food with huge pieces of paneer and vegetables served with Curry and raita. It's good. Not at all disappointing for a veg biryani"""")",Food,10,4,Nil,9:30–17:1065,1755
TB-1108,Kabab Mehal,Food,19,5,Nil,9:30–17:1066,1141
TB-1109,Mughlai Kitchen,Food,24,1,Nil,9:30–17:1067,1756
TB-1110,Andhra Ruchulu,Food,18,5,Nil,9:30–17:1068,1149
TB-1111,Sri Punjabi Dhaba,Food,5,2,Nil,9:30–17:1069,739
TB-1112,Arabian Mexico,Food,13,1,Nil,9:30–17:1070,760
TB-1113,CakeZone,Food,2,5,Nil,9:30–17:1071,1080
TB-1114,Fujian Express,Food,15,3,Nil,9:30–17:1072,949
TB-1115,Indian Food,Food,28,1,Nil,9:30–17:1073,665
TB-1116,Tandoori Paradise,Food,5,5,Nil,9:30–17:1074,537
TB-1117,Kolkata Kathi Rolls,Food,13,2,Nil,9:30–17:1075,679
TB-1118,Adithya,Food,2,1,Nil,9:30–17:1076,1302
TB-1119,Cheesiano Pizza,Food,25,3,Nil,9:30–17:1077,1632
TB-1120,Polar Bear,Food,11,2,Nil,9:30–17:1078,1409
TB-1121,Le Arabia,Food,19,2,Nil,9:30–17:1079,1567
TB-1122,Nati Palace,Food,23,1,Nil,9:30–17:1080,1043
TB-1123,KFC,Food,11,3,Nil,9:30–17:1081,1560
TB-1124,Dande's Hyderabad Biryani,Food,2,4,Nil,9:30–17:1082,1672
TB-1125,Onesta,Food,11,5,Nil,9:30–17:1083,847
TB-1126,,Food,20,4,Nil,9:30–17:1084,1774
TB-1127, but the cake got mashed against each other which made the entire experience a sour one.'),Food,21,5,Nil,9:30–17:1085,573
TB-1128,Upahara Bhavan,Food,14,4,Nil,9:30–17:1086,1650
TB-1129,Sher-E-Punjab,Food,24,5,Nil,9:30–17:1087,1664
TB-1130,Shuddh Desi Khana,Food,24,5,Nil,9:30–17:1088,1008
TB-1131,Karama Restaurant,Food,28,4,Nil,9:30–17:1089,771
TB-1132,Jaganath Hotel and Restaurant,Food,22,4,Nil,9:30–17:1090,1016
TB-1133,Five Star Chicken,Food,7,1,Nil,9:30–17:1091,1221
TB-1134,Sankranthi Veg Restaurant,Food,23,2,Nil,9:30–17:1092,1022
TB-1135,Aramane Donne Biriyani,Food,24,3,Nil,9:30–17:1093,1344
TB-1136,,Food,11,1,Nil,9:30–17:1094,1307
TB-1137, 'RATED\n  Biryani comes with the manner one would expect: authentic style and taste. Quantity is good and quality is standard.\n\nTheir starters are worth trying especially Ghee Roast. Have tried their kabab as well and it did not disappoint me.\n\nHowever they need to work on their ambience.'),Food,28,1,Nil,9:30–17:1095,873
TB-1138,Cafe Potpourri,Food,1,2,Nil,9:30–17:1096,862
TB-1139,Mani's Dum Biryani,Food,2,2,Nil,9:30–17:1097,795
TB-1140,Amontron,Food,19,3,Nil,9:30–17:1098,605
TB-1141,A M Biryani Hotel,Food,21,1,Nil,9:30–17:1099,1036
TB-1142,Birinz,Food,14,2,Nil,9:30–17:1100,1566
TB-1143,,Food,10,5,Nil,9:30–17:1101,651
TB-1144," cinnamon and bay leaves.\nAnother interesting fact about this place is that they use firewood to cook their biryani.\nI highly recommend this place for some good and affordable biryani.\nWe tried -\nPaneer Biryani\nReddy's Special Biryani\nGhonghura Biryani\nChicken biryani\nChicken shorba\nChicken Cashew Fry\nPapad chicken\nAndhra style Chicken"""")",Food,26,3,Nil,9:30–17:1102,863
TB-1145,Just Shawarma,Food,16,3,Nil,9:30–17:1103,770
TB-1146,Hyderabadi Bawarchi,Food,12,2,Nil,9:30–17:1104,1750
TB-1147,,Food,26,4,Nil,9:30–17:1105,669
TB-1148, 'RATED\n  A wide menu. Okay food. Most of the items are on the spicy side. The gravy items are poor and have too much oil. The dry veggie and non veggie starters are okay.'),Food,15,2,Nil,9:30–17:1106,1570
TB-1149,Fish Chain,Food,22,1,Nil,9:30–17:1107,1423
TB-1150,Prasiddhi Food Corner,Food,18,3,Nil,9:30–17:1108,1559
TB-1151,Biriyani Bhatti,Food,27,5,Nil,9:30–17:1109,1138
TB-1152,Hyderabad Biryaani House,Food,21,2,Nil,9:30–17:1110,608
TB-1153,Galito's,Food,19,3,Nil,9:30–17:1111,1500
TB-1154,,Food,30,2,Nil,9:30–17:1112,1172
TB-1155, 'RATED\n  Another sure shot 5 ? for me!\nThis is the place you want to go if you are sick of the every day take-out menu. The number of items may be limited,Food,27,2,Nil,9:30–17:1113,768
TB-1156,C. K. Mega Hot Food,Food,22,2,Nil,9:30–17:1114,1270
TB-1157,Lassi Shop,Food,8,1,Nil,9:30–17:1115,1117
TB-1158,Red Chilli Restaurant,Food,20,5,Nil,9:30–17:1116,1302
TB-1159,RSS Donne Biryani,Food,14,4,Nil,9:30–17:1117,1422
TB-1160,Rajdhani Thali Restaurant,Food,10,5,Nil,9:30–17:1118,821
TB-1161,PHEW (Play Hard Eat Wild),Food,10,2,Nil,9:30–17:1119,1411
TB-1162,New Kabab Zone,Food,19,5,Nil,9:30–17:1120,525
TB-1163,,Food,26,1,Nil,9:30–17:1121,920
TB-1164," which was irritating. The roomali roti felt raw. I had loose motions next morning :(\nSo I'm not coming back here."""")",Food,28,3,Nil,9:30–17:1122,576
TB-1165,Bawarchi Paradise,Food,22,4,Nil,9:30–17:1123,1092
TB-1166,Shree Udupi Grand,Food,15,4,Nil,9:30–17:1124,649
TB-1167,Chicken County Grand,Food,13,3,Nil,9:30–17:1125,584
TB-1168,Roll Over,Food,15,3,Nil,9:30–17:1126,1530
TB-1169,Darjeeling Momos & Fast Food Center,Food,25,4,Nil,9:30–17:1127,1677
TB-1170,Veruthe Oru Thattukada,Food,30,2,Nil,9:30–17:1128,1423
TB-1171,Savoury - Sea Shell Restaurant,Food,9,1,Nil,9:30–17:1129,511
TB-1172,Warm Oven,Food,25,3,Nil,9:30–17:1130,1108
TB-1173,Firangi Bake,Food,9,2,Nil,9:30–17:1131,500
TB-1174,Zaitoon,Food,19,1,Nil,9:30–17:1132,1310
TB-1175,Kundana,Food,29,2,Nil,9:30–17:1133,545
TB-1176,Food Ka Masti,Food,22,3,Nil,9:30–17:1134,1219
TB-1177,The Shawarma Shop,Food,23,3,Nil,9:30–17:1135,1306
TB-1178,Momo Junction,Food,16,5,Nil,9:30–17:1136,751
TB-1179,Antilla Aromas,Food,28,4,Nil,9:30–17:1137,770
TB-1180,Faasos,Food,22,1,Nil,9:30–17:1138,613
TB-1181,Punjabi Food Corner,Food,14,1,Nil,9:30–17:1139,1002
TB-1182,Mealer.in,Food,6,2,Nil,9:30–17:1140,865
TB-1183,Pathaan Sir,Food,2,1,Nil,9:30–17:1141,948
TB-1184,Cold Stone Creamery,Food,27,5,Nil,9:30–17:1142,1696
TB-1185,Hari Super Sandwich,Food,15,1,Nil,9:30–17:1143,539
TB-1186,Amritsari Kulcha Land,Food,19,5,Nil,9:30–17:1144,541
TB-1187,Chokha Chowka,Food,29,1,Nil,9:30–17:1145,678
TB-1188,Gorbandh,Food,22,1,Nil,9:30–17:1146,1336
TB-1189,Grills & Rolls,Food,18,2,Nil,9:30–17:1147,662
TB-1190,Bathinda Junction,Food,28,1,Nil,9:30–17:1148,624
TB-1191,Stories,Food,10,3,Nil,9:30–17:1149,840
TB-1192,,Food,6,3,Nil,9:30–17:1150,628
TB-1193, better and spacious. Jp nagar one Is too congested,Food,26,5,Nil,9:30–17:1151,1046
TB-1194,New Gongura's,Food,10,5,Nil,9:30–17:1152,1085
TB-1195,Sagar Grand,Food,23,1,Nil,9:30–17:1153,1263
TB-1196,Kanti Sweets,Food,14,3,Nil,9:30–17:1154,569
TB-1197,UBQ By Barbeque Nation,Food,30,4,Nil,9:30–17:1155,783
TB-1198,Agarwal Food Service,Food,2,3,Nil,9:30–17:1156,512
TB-1199,Daniyal's,Food,23,2,Nil,9:30–17:1157,1167
TB-1200,Seasons,Food,26,2,Nil,9:30–17:1158,1465
TB-1201,Chef Delicacies,Food,19,4,Nil,9:30–17:1159,1457
TB-1202,Chung Wah,Food,28,4,Nil,9:30–17:1160,545
TB-1203,Indiana Burgers,Food,15,2,Nil,9:30–17:1161,1397
TB-1204,Moksha,Food,4,5,Nil,9:30–17:1162,1620
TB-1205,Marwa Restaurant,Food,17,1,Nil,9:30–17:1163,1424
TB-1206,Chaatimes,Food,29,4,Nil,9:30–17:1164,861
TB-1207,Shanghai Court,Food,3,3,Nil,9:30–17:1165,1516
TB-1208,Akshaya Donne Biriyani,Food,6,4,Nil,9:30–17:1166,867
TB-1209,Sweet Truth,Food,18,3,Nil,9:30–17:1167,1433
TB-1210,Bhojohori Manna,Food,26,4,Nil,9:30–17:1168,997
TB-1211,Richie Rich,Food,8,3,Nil,9:30–17:1169,1762
TB-1212,Hunger Bee,Food,3,3,Nil,9:30–17:1170,722
TB-1213,Yum In My Tum,Food,28,3,Nil,9:30–17:1171,1552
TB-1214,Maggi N Maggi House,Food,0,5,Nil,9:30–17:1172,849
TB-1215,Fresh Dinner,Food,23,3,Nil,9:30–17:1173,1478
TB-1216,B.M.W Bhookh Mitaane Wala,Food,29,1,Nil,9:30–17:1174,1685
TB-1217,Biryani Miya,Food,23,2,Nil,9:30–17:1175,1764
TB-1218,Krispy Kreme,Food,3,1,Nil,9:30–17:1176,821
TB-1219,Paani Kum Chai,Food,28,5,Nil,9:30–17:1177,704
TB-1220,Chulha Chauki Da Dhaba,Food,27,3,Nil,9:30–17:1178,698
TB-1221,Hotel Brundavan,Food,1,1,Nil,9:30–17:1179,1787
TB-1222,SGS Non Veg - Gundu Pulav,Food,8,5,Nil,9:30–17:1180,1057
TB-1223,Dreamcatcher,Food,17,1,Nil,9:30–17:1181,1769
TB-1224,Magix's Parattha Roll,Food,10,1,Nil,9:30–17:1182,1738
TB-1225,,Food,14,2,Nil,9:30–17:1183,1617
TB-1226, 'RATED\n  Magix was just a road side roll corner,Food,11,2,Nil,9:30–17:1184,1747
TB-1227,Elegant Dining,Food,16,2,Nil,9:30–17:1185,1610
TB-1228,AlienSip,Food,0,3,Nil,9:30–17:1186,1286
TB-1229,Masale Daan,Food,25,1,Nil,9:30–17:1187,796
TB-1230,Waffle Head,Food,1,2,Nil,9:30–17:1188,1202
TB-1231,Samruddhi Biryani,Food,22,2,Nil,9:30–17:1189,1169
TB-1232,Ande Ka Funda,Food,28,4,Nil,9:30–17:1190,759
TB-1233,Basmati Delights,Food,26,2,Nil,9:30–17:1191,1763
TB-1234,Charlee's Chicken,Food,27,2,Nil,9:30–17:1192,771
TB-1235,Samosa Singh,Food,1,1,Nil,9:30–17:1193,1024
TB-1236,Cravings,Food,24,2,Nil,9:30–17:1194,897
TB-1237,Nagas,Food,16,4,Nil,9:30–17:1195,790
TB-1238,Thalassery Restaurant,Food,5,3,Nil,9:30–17:1196,1375
TB-1239,Matka,Food,19,3,Nil,9:30–17:1197,558
TB-1240,Punjabi Swag,Food,21,1,Nil,9:30–17:1198,1035
TB-1241,Taco Bell,Food,2,2,Nil,9:30–17:1199,1173
TB-1242,Ambur Star Dum Biryani,Food,24,5,Nil,9:30–17:1200,536
TB-1243,Ahmed's Little Hut,Food,19,4,Nil,9:30–17:1201,897
TB-1244,Mother's Rasoi,Food,26,1,Nil,9:30–17:1202,1252
TB-1245,Dosa Bazaar,Food,28,4,Nil,9:30–17:1203,1135
TB-1246,Babu Moshai,Food,6,3,Nil,9:30–17:1204,1229
TB-1247,The Bong Palate,Food,10,2,Nil,9:30–17:1205,1437
TB-1248,Gowdru Mane Oota,Food,27,5,Nil,9:30–17:1206,1272
TB-1249,Banashankari Nati Style,Food,11,5,Nil,9:30–17:1207,1237
TB-1250,Upahara Darshini,Food,10,3,Nil,9:30–17:1208,1361
TB-1251,Chandrima's Kitchen,Food,10,4,Nil,9:30–17:1209,996
TB-1252,Keventers,Food,15,1,Nil,9:30–17:1210,1660
TB-1253,Bikaner Jn,Food,15,5,Nil,9:30–17:1211,1485
TB-1254,Crunch Pizzas,Food,25,1,Nil,9:30–17:1212,1594
TB-1255,,Food,18,5,Nil,9:30–17:1213,1202
TB-1256, 'RATED\n  We ordered a small Margherita pizza with extra sauce and mushrooms. It come with fresh mozzarella cheese chunks all over the pizza and the crust is crispy and moist. I loved it! We ended up finishing up the whole pizza. Can you say fatty? Burp! It was worth every last calorie.'),Food,21,5,Nil,9:30–17:1214,1156
TB-1257,Slurpy Shakes,Food,28,5,Nil,9:30–17:1215,1571
TB-1258,Lassi Berg,Food,9,4,Nil,9:30–17:1216,1021
TB-1259,Kakal-Kai Ruchi,Food,7,3,Nil,9:30–17:1217,1155
TB-1260,Manchu Cafe,Food,12,1,Nil,9:30–17:1218,887
TB-1261,Calorie Express,Food,30,5,Nil,9:30–17:1219,588
TB-1262,Thalis Of India,Food,14,1,Nil,9:30–17:1220,1024
TB-1263,BANGALORE BOX,Food,17,2,Nil,9:30–17:1221,888
TB-1264,Yummy Momos,Food,13,3,Nil,9:30–17:1222,1275
TB-1265,Hotel Khaaja,Food,22,5,Nil,9:30–17:1223,1492
TB-1266,The Gujarat Express,Food,13,3,Nil,9:30–17:1224,1612
TB-1267,Ovenstory Pizza,Food,7,3,Nil,9:30–17:1225,942
TB-1268,Slate Cafe,Food,27,3,Nil,9:30–17:1226,1297
TB-1269,Vishal Foods,Food,25,5,Nil,9:30–17:1227,764
TB-1270,Lassi Darbar,Food,11,1,Nil,9:30–17:1228,553
TB-1271,Chavadi,Food,22,5,Nil,9:30–17:1229,599
TB-1272,Nanna Munna Paratha House,Food,12,2,Nil,9:30–17:1230,520
TB-1273,Cucumber Town,Food,22,2,Nil,9:30–17:1231,989
TB-1274,Sri Sai 99 Variety Dosa,Food,12,1,Nil,9:30–17:1232,1489
TB-1275,Artinci Artisanal Ice Cream,Food,1,1,Nil,9:30–17:1233,1318
TB-1276,Oye Amritsar,Food,7,2,Nil,9:30–17:1234,509
TB-1277,Kolkata Famous Kati Roll,Food,8,1,Nil,9:30–17:1235,1027
TB-1278,Nellore Ruchulu,Food,15,1,Nil,9:30–17:1236,1359
TB-1279,Brewsky,Food,18,5,Nil,9:30–17:1237,752
TB-1280,Chefeana,Food,0,5,Nil,9:30–17:1238,1743
TB-1281,Bangaliana,Food,10,2,Nil,9:30–17:1239,983
TB-1282,Gud Dhani,Food,14,5,Nil,9:30–17:1240,1618
TB-1283,The Hunger Room,Food,2,3,Nil,9:30–17:1241,1003
TB-1284,McDonald's,Food,21,3,Nil,9:30–17:1242,553
TB-1285,Parisar Veg Restaurant,Food,23,4,Nil,9:30–17:1243,1117
TB-1286,WAFL,Food,30,4,Nil,9:30–17:1244,754
TB-1287,Deejas Kitchen,Food,27,3,Nil,9:30–17:1245,1369
TB-1288,Pancuzzi,Food,1,4,Nil,9:30–17:1246,955
TB-1289,Totus,Food,2,2,Nil,9:30–17:1247,1525
TB-1290,Zhang's - Chinese Restaurant,Food,19,2,Nil,9:30–17:1248,1705
TB-1291,Shagun Sweets & Foods,Food,5,5,Nil,9:30–17:1249,1586
TB-1292,Eat Well,Food,5,2,Nil,9:30–17:1250,1112
TB-1293,Dev's Gugababa,Food,23,5,Nil,9:30–17:1251,969
TB-1294,Oogway Express,Food,0,4,Nil,9:30–17:1252,1597
TB-1295,Domino's Pizza,Food,26,3,Nil,9:30–17:1253,1286
TB-1296,,Food,4,2,Nil,9:30–17:1254,1244
TB-1297, ('Rated 4.0',Food,28,3,Nil,9:30–17:1255,966
TB-1298,Pizza Stop,Food,19,5,Nil,9:30–17:1256,1172
TB-1299,Balaji Bombay Vada Pav Gujrati Dalebi,Food,22,5,Nil,9:30–17:1257,506
TB-1300,The Cake Ville,Food,10,2,Nil,9:30–17:1258,1288
TB-1301,The Egg Factory,Food,12,4,Nil,9:30–17:1259,1534
TB-1302,Chow San,Food,29,4,Nil,9:30–17:1260,1239
TB-1303,,Food,17,4,Nil,9:30–17:1261,1275
TB-1304, ('Rated 1.0',Food,24,4,Nil,9:30–17:1262,1625
TB-1305,New Udupi Grand,Food,14,2,Nil,9:30–17:1263,746
TB-1306,New Karawali Lunch Home,Food,11,3,Nil,9:30–17:1264,1025
TB-1307,SR Choco Station,Food,2,4,Nil,9:30–17:1265,1466
TB-1308,Bangalore Pantry,Food,2,1,Nil,9:30–17:1266,516
TB-1309,Momo Jojo,Food,18,1,Nil,9:30–17:1267,593
TB-1310,Pizza Palace,Food,11,1,Nil,9:30–17:1268,985
TB-1311,Simply Indian,Food,28,4,Nil,9:30–17:1269,530
TB-1312,Delhi Biryani Cafe,Food,1,3,Nil,9:30–17:1270,1192
TB-1313,Rithika's Kitchen,Food,28,3,Nil,9:30–17:1271,1519
TB-1314,Punjabi Times,Food,13,1,Nil,9:30–17:1272,1311
TB-1315,Tarbouche,Food,17,4,Nil,9:30–17:1273,1488
TB-1316,Omleterian,Food,2,4,Nil,9:30–17:1274,1121
TB-1317,Chai Point,Food,18,4,Nil,9:30–17:1275,1096
TB-1318,Cafe Coffee Day,Food,30,1,Nil,9:30–17:1276,969
TB-1319,Cravy Wings,Food,21,4,Nil,9:30–17:1277,1766
TB-1320,Funky Punjab,Food,19,2,Nil,9:30–17:1278,1527
TB-1321,A1 Garam Masala,Food,10,3,Nil,9:30–17:1279,999
TB-1322,Punjabi Corner,Food,1,3,Nil,9:30–17:1280,1646
TB-1323,Guru Palace,Food,10,4,Nil,9:30–17:1281,1514
TB-1324,#refuel,Food,19,2,Nil,9:30–17:1282,1418
TB-1325,Biggies Burger 'n' More,Food,23,4,Nil,9:30–17:1283,822
TB-1326,Zeeshan,Food,27,5,Nil,9:30–17:1284,648
TB-1327,Ambara Gardenia,Food,10,4,Nil,9:30–17:1285,729
TB-1328,LayerBite,Food,10,4,Nil,9:30–17:1286,612
TB-1329,Five Star Chicken,Food,9,2,Nil,9:30–17:1287,1450
TB-1330,Bhavani Chats,Food,17,5,Nil,9:30–17:1288,1696
TB-1331,Tandoor Chai House,Food,4,4,Nil,9:30–17:1289,990
TB-1332,Shawarma Inc,Food,5,2,Nil,9:30–17:1290,1211
TB-1333,More Pizza,Food,27,4,Nil,9:30–17:1291,1332
TB-1334,Appana Restaurant,Food,10,2,Nil,9:30–17:1292,844
TB-1335,Butterly,Food,29,4,Nil,9:30–17:1293,1073
TB-1336,Crafted Plate,Food,18,3,Nil,9:30–17:1294,1737
TB-1337,Shetty's Kitchen,Food,27,4,Nil,9:30–17:1295,880
TB-1338,Machali Port,Food,0,5,Nil,9:30–17:1296,1766
TB-1339,Naati Manae,Food,0,4,Nil,9:30–17:1297,1638
TB-1340,Bottle Genie,Food,16,4,Nil,9:30–17:1298,611
TB-1341,Mad Over Biryani,Food,8,2,Nil,9:30–17:1299,1117
TB-1342,Garma Garam,Food,0,4,Nil,9:30–17:1300,1040
TB-1343,Sambram Biriyani Paradise,Food,2,5,Nil,9:30–17:1301,1131
TB-1344,Mr. Meetharam,Food,3,3,Nil,9:30–17:1302,534
TB-1345,The Coastal Crew by Fujian on 24th,Food,17,2,Nil,9:30–17:1303,1753
TB-1346,BIB - Breakfast in the Box,Food,7,3,Nil,9:30–17:1304,1670
TB-1347,Angel Restaurant,Food,21,2,Nil,9:30–17:1305,1759
TB-1348,Wow Momo,Food,18,3,Nil,9:30–17:1306,1367
TB-1349,Pizza Da Dhaba,Food,22,1,Nil,9:30–17:1307,1584
TB-1350,Kalpavruksha,Food,30,3,Nil,9:30–17:1308,1615
TB-1351,Innerchef,Food,10,3,Nil,9:30–17:1309,1279
TB-1352,Juice Land,Food,17,1,Nil,9:30–17:1310,589
TB-1353,Bombay Sandwich Company,Food,14,5,Nil,9:30–17:1311,1580
